status,row_source,qid,condition_text,condition,required_vars,forbidden_vars,limit,reason,raw_text
review,paragraph:1762,CKH7,貼H7答案,,,,,cannot map condition atom: 貼H7答案,"受訪者會面對面同時也會透過網路接觸且認識的有【貼H7答案】人,不應超過之前答平常一天會固定面對面接觸且認識的【貼題H1】人,也不應超過透過網路接觸且認識的【貼題H4】人,請按「上一題」再確認會面對面同時也會透過網路接觸且認識的人數。"
review,paragraph:1764,CKH7_1,"H7_1填答人數超過H1或H5填答人數,顯示並設定顯示時間",,,,,restriction/check/display cue needs rule-specific handling,"CKH7_1‧檢查題(顯示題)
【H7_1填答人數超過H1或H5填答人數,顯示並設定顯示時間】"
review,paragraph:1766,CKH7_1,貼H7_1答案,,,,,cannot map condition atom: 貼H7_1答案,"受訪者會面對面同時也會透過網路接觸且認識的有【貼H7_1答案】人,不應超過之前答平常一天會固定面對面接觸且認識的【貼題H1】人,也不應超過透過網路接觸且認識的【貼題H5】人,請按「上一題」再確認會面對面同時也會透過網路接觸且認識的人數。"
review,paragraph:1768,CKH7_2,"H7_2填答人數超過H2或H4填答人數,顯示並設定顯示時間",,,,,restriction/check/display cue needs rule-specific handling,"CKH7_2‧檢查題(顯示題)
【H7_2填答人數超過H2或H4填答人數,顯示並設定顯示時間】"
review,paragraph:1770,CKH7_2,貼H7_2答案,,,,,cannot map condition atom: 貼H7_2答案,"受訪者會面對面同時也會透過網路接觸且認識的有【貼H7_2答案】人,不應超過之前答平常一天會固定面對面接觸且認識的【貼題H2】人,也不應超過透過網路接觸且認識的【貼題H4】人,請按「上一題」再確認會面對面同時也會透過網路接觸且認識的人數。"
review,paragraph:1772,CKH7_3,"H7_3填答人數超過H2或H5填答人數,顯示並設定顯示時間",,,,,restriction/check/display cue needs rule-specific handling,"CKH7_3‧檢查題(顯示題)
【H7_3填答人數超過H2或H5填答人數,顯示並設定顯示時間】"
review,paragraph:1774,CKH7_3,貼H7_3答案,,,,,cannot map condition atom: 貼H7_3答案,"受訪者會面對面同時也會透過網路接觸且認識的有【貼H7_3答案】人,不應超過之前答平常一天會固定面對面接觸且認識的【貼題H2】人,也不應超過透過網路接觸且認識的【貼題H5】人,請按「上一題」再確認會面對面同時也會透過網路接觸且認識的人數。"
review,paragraph:1800,M2,"M1答0者,不需回答此題",,,,,cannot map condition atom: M1答0,"M2‧請問您常常在玩的遊戲類型(包含App遊戲)有哪幾種呢?(可多選)(卡29)【M1答0者,不需回答此題】"
review,paragraph:1822,M3,"不顯示選項編號,選項(01)-(13)隨機出現",,,,,restriction/check/display cue needs rule-specific handling,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】"
review,paragraph:1822,M3,"M1答0者,不需回答此題",,,,,cannot map condition atom: M1答0,"M3‧請問您玩電玩遊戲的主要原因或動機是什麼呢?(可多選)【訪員讀題完畢後,請將平板轉給受訪者選擇,並由訪員協助點選】【不顯示選項編號,選項(01)-(13)隨機出現】【M1答0者,不需回答此題】"
review,paragraph:1841,M4,"M1答0者,不需回答此題",,,,,cannot map condition atom: M1答0,"M4-M6‧當您在玩電玩遊戲的時候,請問您同不同意接下來的一些說法?(卡30)【M4至M6請用群組題方式排版】【M1答0者,不需回答此題】"
apply,paragraph:1883,N24,"O1答(01)-(05)、(88)者,需回答此題","vO1 in 1,2,3,4,5,88",vN24,,,,"N24‧整體而言,您對於您的工作滿不滿意?(卡33) 【O1答(01)-(05)、(88)者,需回答此題】"
review,paragraph:2006,Q1,"G1回答0者,不需回答此題",,,,,cannot parse condition atom: G1回答0,"Q1. 最近一個月,請問您有多常透過報紙獲得政治或公共事務的訊息呢? (卡40)【G1回答0者,不需回答此題】【A9答(01)不識字者不需回答此題】"
apply,paragraph:2006,Q1,A9答(01)不識字者不需回答此題,vA9 in 1,,vQ1,,,"Q1. 最近一個月,請問您有多常透過報紙獲得政治或公共事務的訊息呢? (卡40)【G1回答0者,不需回答此題】【A9答(01)不識字者不需回答此題】"
review,paragraph:2014,Q2,"F0回答90者,不需回答此題",,,,,cannot parse condition atom: F0回答90,"Q2. 最近一個月,請問您有多常透過雜誌獲得政治或公共事務的訊息呢?(卡40)【F0回答90者,不需回答此題】【A9答(01)不識字者不需回答此題】"
apply,paragraph:2014,Q2,A9答(01)不識字者不需回答此題,vA9 in 1,,vQ2,,,"Q2. 最近一個月,請問您有多常透過雜誌獲得政治或公共事務的訊息呢?(卡40)【F0回答90者,不需回答此題】【A9答(01)不識字者不需回答此題】"
review,paragraph:2022,Q3,"C1回答0者,不需回答此題",,,,,cannot parse condition atom: C1回答0,"Q3. 最近一個月,請問您有多常透過廣播獲得政治或公共事務的訊息呢? (卡40)【C1回答0者,不需回答此題】"
review,paragraph:2024,Q3,"C3答(08)者,選項互斥",vC3m08 in 1,,,,restriction/check/display cue needs rule-specific handling,"□(01) 從來沒有【C3答(08)者,選項互斥】"
review,paragraph:2031,Q4,"B1及B3皆回答0者,不需回答此題",,,,,cannot parse condition atom: B1及B3皆回答0,"Q4. 最近一個月,請問您有多常透過電視獲得政治或公共事務的訊息呢?(卡40)【B1及B3皆回答0者,不需回答此題】"
review,paragraph:2033,Q4,"B8答(08)者,選項互斥",vB8m08 in 1,,,,restriction/check/display cue needs rule-specific handling,"□(01) 從來沒有【B8答(08)者,選項互斥】"
apply,paragraph:2039,Q5,"E1答(01)者,需回答此題",vE1 in 1,vQ5,,,,"Q5. 請問您有沒有透過網路接觸到(包括:觀看、瀏覽、點閱或蒐尋)和「政治或公共事務」有關的新聞、訊息或影片?【E1答(01)者,需回答此題】"
apply,paragraph:2047,Q6,"Q5答(02)、(97)、(98)者,或K2答(90)者,不需答此題","(vQ5 in 2,97,98 | vK2m90 in 1)",vQ6,,,,"社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q5答(02)、(97)、(98)者,或K2答(90)者,不需答此題】【不須答此題】"
review,paragraph:2047,Q6,不須答此題,,,,,cannot parse condition atom: 不須答此題,"社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q5答(02)、(97)、(98)者,或K2答(90)者,不需答此題】【不須答此題】"
apply,paragraph:2057,Q7,"Q5答(02)、(97)、(98)者,或K3答(90)者,不需答此題","(vQ5 in 2,97,98 | vK3m90 in 1)",vQ7,,,,"影音平台(如:YouTube)?(卡41)【Q5答(02)、(97)、(98)者,或K3答(90)者,不需答此題】"
apply,paragraph:2066,Q8,"Q5答(02)、(97)、(98)者,或K1答(90)者,不需答此題","(vQ5 in 2,97,98 | vK1m90 in 1)",vQ8,,,,"通訊軟體(如:LINE、FB messenger)?(卡41)【Q5答(02)、(97)、(98)者,或K1答(90)者,不需答此題】"
review,paragraph:2077,Q9,"Q5答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),不需答此題",,,,,"cannot parse condition atom: G7和G8和G9和G10和G11皆答(90),不","新聞網站(如:ETtoday新聞雲、聯合新聞網等)?(卡41)【Q5答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),不需答此題】"
apply,paragraph:2084,Q10,"E1答(01)者,需回答此題",vE1 in 1,vQ10,,,,"Q10. 請問您有沒有透過網路轉貼、轉寄或分享和「政治或公共事務」有關的新聞、訊息或影片?【E1答(01)者,需回答此題】"
apply,paragraph:2090,CKQ10,"Q5答(02)者,且Q10答(01)者,需回答此題",vQ5 in 2 & vQ10 in 1,vCKQ10,,,,"【檢查題】CKQ10.請向受訪者說明:【Q5答(02)者,且Q10答(01)者,需回答此題】"
apply,paragraph:2100,Q11,"Q10答(02)、(97)、(98)者,或K2答(90)者,或Q6答(01)者,不需答此題","(vQ10 in 2,97,98 | vK2m90 in 1 | vQ6 in 1)",vQ11,,,,"社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q10答(02)、(97)、(98)者,或K2答(90)者,或Q6答(01)者,不需答此題】"
apply,paragraph:2110,Q12,"Q10答(02)、(97)、(98)者,或K3答(90)者,或Q7答(01)者,不需答此題","(vQ10 in 2,97,98 | vK3m90 in 1 | vQ7 in 1)",vQ12,,,,"影音平台(如:YouTube)?(卡41)【Q10答(02)、(97)、(98)者,或K3答(90)者,或Q7答(01)者,不需答此題】"
apply,paragraph:2119,Q13,"Q10答(02)、(97)、(98)者,或K1答(90)者,或Q8答(01)者,不需答此題","(vQ10 in 2,97,98 | vK1m90 in 1 | vQ8 in 1)",vQ13,,,,"通訊軟體(如:LINE、FB messenger)?(卡41)【Q10答(02)、(97)、(98)者,或K1答(90)者,或Q8答(01)者,不需答此題】"
review,paragraph:2128,Q14,"Q10答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),或Q9答(01)者,不需答此題",,,,,cannot parse condition atom: G7和G8和G9和G10和G11皆答(90),"Q14.請問您多常透過下列網路平台轉貼、轉寄或分享和「政治或公共事務」有關的新聞、訊息或影片? 新聞網站(如:ETtoday新聞雲、聯合新聞網等)?(卡41)【Q10答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),或Q9答(01)者,不需答此題】"
apply,paragraph:2135,Q15,"E1答(01)者,需回答此題",vE1 in 1,vQ15,,,,"Q15. 請問您有沒有透過網路發布或發表「政治或公共事務」相關的訊息(包含製作影片或評論新聞)?【E1答(01)者,需回答此題】"
apply,paragraph:2142,Q16,"Q15答(02)、(97)、(98)者,或K2答(90)者,不需答此題","(vQ15 in 2,97,98 | vK2m90 in 1)",vQ16,,,,"社群媒體(如:Threads、臉書Facebook、Instagram、抖音TikTok等)?(卡41)【Q15答(02)、(97)、(98)者,或K2答(90)者,不需答此題】"
apply,paragraph:2152,Q17,"Q15答(02)、(97)、(98)者,或K3答(90)者,不需答此題","(vQ15 in 2,97,98 | vK3m90 in 1)",vQ17,,,,"影音平台(如:YouTube)?(卡41)【Q15答(02)、(97)、(98)者,或K3答(90)者,不需答此題】"
apply,paragraph:2161,Q18,"Q15答(02)、(97)、(98)者,或K1答(90)者,不需答此題","(vQ15 in 2,97,98 | vK1m90 in 1)",vQ18,,,,"通訊軟體(如:LINE、FB messenger)?(卡41)【Q15答(02)、(97)、(98)者,或K1答(90)者,不需答此題】"
review,paragraph:2170,Q19,"Q15答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),不需答此題",,,,,"cannot parse condition atom: G7和G8和G9和G10和G11皆答(90),不","Q19.請問您多常透過下列網路平台發「政治或公共事務」相關的訊息(包含製作影片或評論新聞)?新聞網站(如:ETtoday新聞雲、聯合新聞網等)?(卡41)【Q15答(02)、(97)、(98)者,或G7和G8和G9和G10和G11皆答(90),不需答此題】"
review,paragraph:2178,Q20,"B1答0,且B3答0,且E1答(02)者,與選項(01)互斥",vB1 in 0 & vB3 in 0 & vE1 in 2,,,,restriction/check/display cue needs rule-specific handling,"□(01)談話性政論節目(不論是從電視或YouTube上觀看都算)【B1答0,且B3答0,且E1答(02)者,與選項(01)互斥】"
review,paragraph:2179,Q20,"E1答(02)者,與選項(02)互斥",vE1 in 2,,,,restriction/check/display cue needs rule-specific handling,"□(02)政治人物(是指透過他們YouTube頻道、臉書粉專、IG帳號上的貼文、直播和預錄影片)【E1答(02)者,與選項(02)互斥】"
review,paragraph:2180,Q20,"E1答(02)者,與選項(03)互斥",vE1 in 2,,,,restriction/check/display cue needs rule-specific handling,"□(03)網紅或公眾人物影片(是指從他們YouTube頻道、臉書粉專、IG帳號、直播與直播結束後的留存影片都算)【E1答(02)者,與選項(03)互斥】"
review,paragraph:2181,Q20,"E1答(02)者,與選項(04)互斥",vE1 in 2,,,,restriction/check/display cue needs rule-specific handling,"□(04)播客(Podcast)的節目【E1答(02)者,與選項(04)互斥】"
review,paragraph:2182,Q20,"E1答(02)者,與選項(05)互斥",vE1 in 2,,,,restriction/check/display cue needs rule-specific handling,"□(05)論壇的文章或留言(例如:PTT或Dcard)【E1答(02)者,與選項(05)互斥】"
apply,paragraph:2189,CKQ20A,"Q5答(02)者,且Q20答(02)~(05)者,需回答此題",vQ5 in 2 & vQ20m02 in 1 | vQ20m03 in 1 | vQ20m04 in 1 | vQ20m05 in 1,vCKQ20A,,,,"【檢查題】CKQ20A.請向受訪者說明:【Q5答(02)者,且Q20答(02)~(05)者,需回答此題】"
apply,paragraph:2197,CKQ20B,"Q5答(02)者,且Q20答(01)者,且B1答0,且B3答0者,需回答此題",vQ5 in 2 & vQ20m01 in 1 & vB1 in 0 & vB3 in 0,vCKQ20B,,,,"【檢查題】CKQ20B.請向受訪者說明:【Q5答(02)者,且Q20答(01)者,且B1答0,且B3答0者,需回答此題】"
review,paragraph:2204,Q24,"Q20答(01)者,需回答此題",vQ20m01 in 1,,,,target qid Q24 not found in all sheet,"Q24 請問您每星期大約會看幾個小時的「談話性政論節目」(不論是從電視或YouTube上觀看都算)?【Q20答(01)者,需回答此題】【數值題,小時範圍:0-140、997、998;分鐘範圍:0-59、97、98】"
review,paragraph:2211,CKQ24,Q24填答0時0分顯示並設定顯示時間,,,,,restriction/check/display cue needs rule-specific handling,"CKQ24 檢查題(顯示題)【Q24填答0時0分顯示並設定顯示時間】
【請注意】"
apply,paragraph:2215,Q25,"Q20答(01)者,需回答此題",vQ20m01 in 1,"vQ25m01,vQ25m02,vQ25m03,vQ25m04,vQ25m05,vQ25m06,vQ25m07,vQ25m08,vQ25m09,vQ25m10,vQ25m11,vQ25m12,vQ25m13,vQ25m14,vQ25m15,vQ25m16,vQ25m17,vQ25m18,vQ25m19,vQ25m20,vQ25m21,vQ25m22,vQ25m23,vQ25m24,vQ25m25,vQ25m26,vQ25m27,vQ25m28,vQ25m29,vQ25m30,vQ25m31,vQ25m88",,,,"Q25 請問您最常透過哪些談話性政論節目獲得政治或公共事務相關訊息?(可多選)【Q20答(01)者,需回答此題】 (卡43)"
review,paragraph:2218,Q21,"Q20答(02)或(03)者,需回答此題",vQ20m02 in 1 | vQ20m03 in 1,,,,target qid Q21 not found in all sheet,"Q21 請問您每星期大約會看幾個小時的「政治人物或政治網紅影片」(不論是從YouTube、臉書、IG都算,包括直播與直播結束後的留存影片)?【Q20答(02)或(03)者,需回答此題】【數值題,小時範圍:0-140、997、998;分鐘範圍:0-59、97、98】"
review,paragraph:2227,CKQ21,Q21填答0時0分顯示並設定顯示時間,,,,,restriction/check/display cue needs rule-specific handling,CKQ21檢查題(顯示題)【Q21填答0時0分顯示並設定顯示時間】
apply,paragraph:2233,Q22,"Q20答(02)者,需回答此題",vQ20m02 in 1,"vQ22m01,vQ22m02,vQ22m03,vQ22m04,vQ22m05,vQ22m06,vQ22m07,vQ22m08,vQ22m09,vQ22m10,vQ22m11,vQ22m12,vQ22m13,vQ22m14,vQ22m15,vQ22m16,vQ22m17,vQ22m18,vQ22m19,vQ22m20,vQ22m21,vQ22m22,vQ22m23,vQ22m24,vQ22m25,vQ22m26,vQ22m27,vQ22m28,vQ22m29,vQ22m30,vQ22m31,vQ22m32,vQ22m33,vQ22m34,vQ22m35,vQ22m36,vQ22m37,vQ22m38,vQ22m39,vQ22m40,vQ22m88",,,,"Q22 在以下經常談論政治或公共事務的政治人物中,請問您最常觀看誰的影片或貼文?(是指透過政治人物YouTube頻道、臉書粉專、IG帳號上的貼文、直播和預錄影片)(可多選) 【Q20答(02)者,需回答此題】(卡44)"
apply,paragraph:2234,Q23,"Q20答(03)者,需回答此題",vQ20m03 in 1,"vQ23m01,vQ23m02,vQ23m03,vQ23m04,vQ23m05,vQ23m06,vQ23m07,vQ23m08,vQ23m09,vQ23m10,vQ23m11,vQ23m12,vQ23m13,vQ23m14,vQ23m15,vQ23m16,vQ23m17,vQ23m18,vQ23m19,vQ23m20,vQ23m21,vQ23m22,vQ23m23,vQ23m24,vQ23m25,vQ23m26,vQ23m27,vQ23m88",,,,"Q23在以下經常談論政治或公共事務的網紅或公眾人物中,請問您最常觀看誰的影片?(可多選) (卡45)【Q20答(03)者,需回答此題】"
review,paragraph:2236,Q26A,"Q20答(04)者,需回答此題",vQ20m04 in 1,,,,target qid Q26A not found in all sheet,"Q26A請問您每星期大約會聽幾個小時和「政治或公共事務」有關的播客(Podcast)?【Q20答(04)者,需回答此題】【數值題,小時範圍:0-140、997、998;分鐘範圍:0-59、97、98】"
review,paragraph:2242,CKQ26A,Q26A填答0時0分顯示並設定顯示時間,,,,,restriction/check/display cue needs rule-specific handling,"CKQ26A檢查題(顯示題)【Q26A填答0時0分顯示並設定顯示時間】
【請注意】"
apply,paragraph:2246,Q26,"Q20答(04)者,需回答此題",vQ20m04 in 1,"vQ26m01,vQ26m02,vQ26m03,vQ26m04,vQ26m05,vQ26m06,vQ26m07,vQ26m08,vQ26m09,vQ26m10,vQ26m11,vQ26m12,vQ26m13,vQ26m14,vQ26m15,vQ26m16,vQ26m17,vQ26m18,vQ26m19,vQ26m20,vQ26m21,vQ26m22,vQ26m23,vQ26m24,vQ26m25,vQ26m26,vQ26m27,vQ26m28,vQ26m29,vQ26m88",,,,"Q26除了新聞,您最常透過哪些播客(Podcast)節目獲得政治或公共事務相關資訊?(可多選)(卡46)【Q20答(04)者,需回答此題】"
review,paragraph:2248,Q27,"Q1、Q2、Q3、Q4答(01),且Q5、Q10、Q15答(02),且Q20回答(90)者,不需回答此題",,,,,cannot parse condition atom: Q20回答(90),"Q27請問您想要獲得政治或公共事務相關訊息的原因是什麼?(可多選)(卡47)【Q1、Q2、Q3、Q4答(01),且Q5、Q10、Q15答(02),且Q20回答(90)者,不需回答此題】"
apply,paragraph:2262,P3_4,"E1答(01)者,需答此題",vE1 in 1,vP3_4,,,,"【譚躍委員】P3_4‧您多常在網路上看到或聽到和您立場不同的政治觀點?【E1答(01)者,需答此題】(卡48)"
apply,paragraph:2268,CKP3_4,"Q5答(02)者,且P3_4答(02)~(04)者,需回答此題","vQ5 in 2 & vP3_4 in 2,3,4",vCKP3_4,,,,"【檢查題】CKP3_4.請向受訪者說明:【Q5答(02)者,且P3_4答(02)~(04)者,需回答此題】"
apply,paragraph:2278,P3_5,"K2答(90)、(97)、(98)者,或Q5答(02)者,不需答此題",(vK2m90 in 1 | vQ5 in 2),vP3_5,,,,"【譚躍委員】P3_5‧您使用【K2貼題】時,多常看到或聽到與您立場不同的政治觀點?【K2答(90)、(97)、(98)者,或Q5答(02)者,不需答此題】(卡48)"
review,paragraph:2285,P3_6,"Q20答(02)、或(03)者,需回答此題",,,,,cannot parse condition atom: (03),"【譚躍委員】P3_6‧您使用意見領袖(例如:政治人物、網紅或公眾人物)的自媒體時,多常看到或聽到與您立場不同的政治觀點?(卡48)【Q20答(02)、或(03)者,需回答此題】"
apply,paragraph:2332,Q30,"E1答(01)者,需回答此題",vE1 in 1,"vQ30m01,vQ30m02,vQ30m03,vQ30m04,vQ30m05,vQ30m06,vQ30m07,vQ30m08,vQ30m90",,,,"首先針對「網路上」來詢問,請問您最近一年有沒有在網路上做過這些和「政治或公共事務」議題相關的活動?(可多選)(卡50) 【E1答(01)者,需回答此題】"
review,paragraph:2467,Q43,"受訪者若不是94~96年次者選08,請訪員再確認",,,,,"cannot parse condition atom: 受訪若不是94~96年次選08,請訪員再確認","□(08)當時沒有投票權【受訪者若不是94~96年次者選08,請訪員再確認】【A1答94、95、96者,或A2答(01),只能選此項】"
review,paragraph:2467,Q43,"A1答94、95、96者,或A2答(01),只能選此項",(vA1 in 94 | vA2 in 1),,,,not an answer-required/not-required cue,"□(08)當時沒有投票權【受訪者若不是94~96年次者選08,請訪員再確認】【A1答94、95、96者,或A2答(01),只能選此項】"
review,paragraph:2472,Q44,"A1為96者,或A2答(01)者,不需答此題",,,,,cannot parse condition atom: A1為96,"Q44. 今年年底是縣市長選舉,請問如果明天就是投票日,在您戶籍地的縣市長候選人當中,請問您會把票投給哪一黨的候選人?(卡59)【A1為96者,或A2答(01)者,不需答此題】"
apply,paragraph:2517,Q50,"Q49答(02)、(97)、(98),需答此題","vQ49 in 2,97,98",vQ50,,,,"Q50那相對來說,請問您有沒有稍微偏向支持哪一個政黨?【Q49答(02)、(97)、(98),需答此題】"
apply,paragraph:2519,Q51,"Q49答(01),或Q50答(01),需答此題",(vQ49 in 1 | vQ50 in 1),vQ51,,,,"Q51請問是哪一個政黨?(卡61) 【Q49答(01),或Q50答(01),需答此題】"
apply,paragraph:2522,Q52,"Q51答(01) ~ (88),需答此題","vQ51 in 1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88",vQ52,,,,"Q52請問,您偏向【貼題Q51】這個政黨的程度是很強,普通,還是有一點?【Q51答(01) ~ (88),需答此題】"
apply,paragraph:2591,Z2_2,"D1答(03)者,不需答此題",vD1 in 3,vZ2_2,,,,"Z2_2‧為了確保這份問卷資料的品質,我們中心可能會進行簡單的電話複查確認是否確實來做了訪問,可否請您將您的手機號碼告訴我們?【D1答(03)者,不需答此題】"
review,paragraph:2604,CKZE1,"A09選(01)者,或E1選(02)、(97)、(98),需回答此題",,,,,cannot parse condition atom: A09選(01),"CKZE1‧受訪者不識字或沒有上網行為,不需詢問後續追蹤訪問。【A09選(01)者,或E1選(02)、(97)、(98),需回答此題】"
review,paragraph:2606,ZE2,"A09選(01)者,或E1選(02)、(97)、(98),不需回答此題",,,,,cannot parse condition atom: A09選(01),"ZE2‧為持續瞭解民眾對傳播媒體、新興媒體及時事議題的看法,未來想繼續邀請您填答我們的網路追蹤問卷。若您現在同意參加,可立即獲得新臺幣100元超商商品卡;未來實際完成問卷填答後,也會另外再贈送超商商品卡做為回饋。您提供的聯絡資料僅供研究聯繫使用,並會依法妥善保管。詳細內容,請參考這份同意書說明。(請訪員拿出追蹤同意書)【A09選(01)者,或E1選(02)、(97)、(98),不需回答此題】(可多選)"
review,paragraph:2609,ZE2,"D1答(03)者,與選項(02)互斥",vD1 in 3,,,,restriction/check/display cue needs rule-specific handling,"(01) 願意,提供手機號碼【D1答(03)者,與選項(02)互斥】【續答ZE2_2】"
review,paragraph:2609,ZE2,續答ZE2_2,,,,,cannot parse condition atom: 續答ZE2_2,"(01) 願意,提供手機號碼【D1答(03)者,與選項(02)互斥】【續答ZE2_2】"
review,paragraph:2610,ZE2,續答ZE2_3,,,,,cannot parse condition atom: 續答ZE2_3,"(02) 願意,提供Email【續答ZE2_3】"
apply,paragraph:2617,ZE2_1,"ZE2答(01)或(02),需答此題",vZE2m01 in 1 | vZE2m02 in 1,vZE2_1,,,,"___________【ZE2答(01)或(02),需答此題】"
apply,paragraph:2622,ZE2_2,"ZE2答(01),需答此題",vZE2m01 in 1,vZE2_2,,,,"ZE2_2‧請問您的手機號碼?(請訪員唸出同意書上號碼,確認無誤後鍵入以下欄位)___________【ZE2答(01),需答此題】"
apply,paragraph:2624,ZE2_3,"ZE2答(02),需答此題",vZE2m02 in 1,vZE2_3,,,,"ZE2_3‧請問您的Email?(請訪員唸出同意書上email,確認無誤後鍵入以下欄位) ___________【ZE2答(02),需答此題】"
review,table15:5,N38,E1答(02)者選項互斥,vE1 in 2,,,,restriction/check/display cue needs rule-specific handling,□(05)57 爆新聞 | □(16)庶民大頭家(哈遠儀) | □(27)大新聞大爆卦(馬千惠)* / 【E1答(02)者選項互斥】
review,table15:6,N38,E1答(02)者選項互斥,vE1 in 2,,,,restriction/check/display cue needs rule-specific handling,□(06)新台灣加油(許貴雅) | □(17) 94 要客訴 | □(28)頭條開講(周玉琴)* / 【E1答(02)者選項互斥】
review,table15:7,N38,E1答(02)者選項互斥,vE1 in 2,,,,restriction/check/display cue needs rule-specific handling,□(07)環球大戰線 | □(18) 狠狠抖內幕 | □(29)國際直球對決(林嘉源)* / 【E1答(02)者選項互斥】
review,table15:8,N38,E1答(02)者選項互斥,vE1 in 2,,,,restriction/check/display cue needs rule-specific handling,□(08)突發琪想(安幼琪) | □(19)新聞大白話(錢怡君、翟翾) | □(30)前進戰略高地(許甫)* / 【E1答(02)者選項互斥】
review,table15:9,N38,E1答(02)者選項互斥,vE1 in 2,,,,restriction/check/display cue needs rule-specific handling,□(09)辣晚報 | □(20) 全球大視野 | □(31)週末大爆卦(李珮瑄)* / 【E1答(02)者選項互斥】
