var,qid_candidates,matched_question,existing_r1,existing_r2,existing_r3,existing_r4,proposed_r1,proposed_r2,proposed_r3,proposed_r4,confidence,source,note,compare_status,mismatch_reason,question_excerpt
vG0city,G0city|G0,G0,"1,29",,,,"1,29",,,,high,administrative city code,"city variables use project-wide 1,29",match,,G0請問您目前居住在哪一個縣市?__________市(縣)
vEND1,END1,END1,"20260609000000,20260629000000",99969696969696,,,"20260609000000,20260629000000",99969696969696,,,high,existing date range,from existing Excel date range,match,,"END1很抱歉,由於您目前的居住地區不在本次調查範圍內,希望下次有機會能再邀請您!再次感謝,並祝您健康快樂!【邏輯:G0選「其他」時進入此題,並停止作答】"
vA0,A0,A0,1,,,,1,,,,medium,option-code span,,match,,"A0首先,想了解您目前生活成本的狀況,項目包含: 1.食物開銷 2.衣著開銷 3.居住開銷 4.交通及通訊開銷 5.醫藥保健開銷 6.教養娛樂開銷 7.生活成本之經常性整體開銷:包含前六項和其它經常性開銷 若您不確定明確金額,填寫大概的數字即可。 (1)已了解並開始填答"
vA1,A1,A1,"0,999999999",,,,"0,999999999",,,,high,explicit lower-bound range,,match,,"A1 請問您個人(或同住家人的家庭)每個月生活成本之食物開銷,包含外食與自己煮的,大約是多少元?(本題答案應為大於等於0的整數)【填答範圍設定大於等於0】 ____________元"
vA2,A2,A2,"0,999999999",,,,"0,999999999",,,,high,explicit lower-bound range,,match,,"A2 請問您個人(或同住家人的家庭)每個月生活成本之衣著開銷,大約是多少元?(本題答案應為大於等於0的整數)【填答範圍設定大於等於0】 ____________元"
vA3,A3,A3,"0,999999999",,,,"0,999999999",,,,high,explicit lower-bound range,,match,,"A3 請問您個人(或同住家人的家庭)每個月生活成本之居住開銷,包含房租、住宅維修、家庭用品、水電燃氣,大約是多少元?(本題答案應為大於等於0的整數)【填答範圍設定大於等於0】 ____________元"
vA4,A4,A4,"0,999999999",,,,"0,999999999",,,,high,explicit lower-bound range,,match,,"A4 請問您個人(或同住家人的家庭)每個月生活成本之交通及通訊開銷,包含交通工具、油料費、運輸費、通訊費,大約是多少元?(本題答案應為大於等於0的整數)【填答範圍設定大於等於0】 ____________元"
vA5,A5,A5,"0,999999999",,,,"0,999999999",,,,high,explicit lower-bound range,,match,,"A5 請問您個人(或同住家人的家庭)每個月生活成本之醫藥保健開銷,包含醫療費用、保健食品、醫療保健器材,大約是多少元?(本題答案應為大於等於0的整數)【填答範圍設定大於等於0】 ____________元"
vA6,A6,A6,"0,999999999",,,,"0,999999999",,,,high,explicit lower-bound range,,match,,"A6 請問您個人(或同住家人的家庭)每個月生活成本之教養娛樂開銷,包含補習費、學雜費、娛樂服務等,大約是多少元?(本題答案應為大於等於0的整數)【填答範圍設定大於等於0】 ____________元"
vA7,A7,A7,"0,999999999",,,,"0,999999999",,,,high,explicit lower-bound range,,match,,"A7 請問您個人(或同住家人的家庭)每個月在生活成本之經常性整體開銷,大約是多少元?(本題答案應為大於等於0的整數)【填答範圍設定大於等於0】 ____________元"
vA7R,A7R|A7,A7R,"1,999999999",,,,"1,999999999",9999999996,,,high,explicit lower-bound range,optional question; inferred special code by value digit width,range_match_special_diff,r1 matches; special code columns differ,"A7R 請注意!「生活成本之經常性整體開銷:(貼A7答案)」應等於或大於下列六項的總和! 1.食物開銷:(貼A1答案) 2.衣著開銷:(貼A2答案) 3.居住開銷:(貼A3答案) 4.交通及通訊開銷:(貼A4答案) 5.醫藥保健開銷:(貼A5答案) 6.教養娛樂開銷:(貼A6答案) 再請您協助回想並填答。 請問您個人(或同住家人的家庭)每個月在「生活成本之經常性整體開銷」,大約是多少元?【邏輯:A1+A2+A3+A4+A5+A6>A7時進入此題;填答範圍設定大於等於1。調查結束後答案併回A7題,此題變項刪除不提供。"
vEND2,END2,END2,"20260609000000,20260629000000",99969696969696,,,"20260609000000,20260629000000",99969696969696,,,high,existing date range,from existing Excel date range,match,,"END2感謝您的參與,由於您的填答非屬本次的研究對象,希望下次有機會再邀請您!【邏輯:A1+A2+A3+A4+A5+A6>A7R*1.1時進入此題,並停止作答】 2. 接著,想請問您「一年後」生活成本預期的相關問題(此部分若您不知道明確金額或方向,可用大概的數字及直覺回答)"
vB1,B1,B1,"1,3",,,,"1,3",96,,,medium,option-code span,optional question; inferred special code by value digit width,range_match_special_diff,r1 matches; special code columns differ,"B1 請問您預計在「一年後」,個人(或同住家人的家庭)每個月生活成本之食物開銷,與目前(貼A1答案)相比,會有什麼變化?【邏輯:A1填答0,此題不可回答減少】 (1)增加[續答B1U] (2)減少[跳答B1D] (3)大致不變[跳答B2]"
vB1U,B1U|B1,B1U,"1,999999999",9999999996,,,"1,999999999",9999999996,,,high,explicit lower-bound range,standard not-applicable code for increase/decrease amount,match,,"B1U 承上題,您預期一年後生活成本之食物開銷會增加,請問相較於目前(貼A1答案),每個月大約會增加多少元?(本題答案應為大於等於1的整數)[跳答B2]【填答範圍設定大於等於1】 每個月增加_________元(請填寫差額)"
vB1D,B1D|B1,B1D,"1,999999999",9999999996,,,"1,999999999",9999999996,,,high,explicit lower-bound range,standard not-applicable code for increase/decrease amount,match,,"B1D 承上題,您預期一年後生活成本之食物開銷會減少,請問相較於目前(貼A1答案),每個月大約會減少多少元?(本題答案應為大於等於1的整數)【填答範圍設定大於等於1,且不可大於A1】 每個月減少_________元(請填寫差額)"
vB2,B2,B2,"1,3",,,,"1,3",96,,,medium,option-code span,optional question; inferred special code by value digit width,range_match_special_diff,r1 matches; special code columns differ,"B2 請問您預計在「一年後」,個人(或同住家人的家庭)每個月生活成本之衣著開銷,與目前(貼A2答案)相比,會有什麼變化?【邏輯:A2填答0,此題不可回答減少】 (1)增加[續答B2U] (2)減少[跳答B2D] (3)大致不變[跳答B3]"
vB2U,B2U|B2,B2U,"1,999999999",9999999996,,,"1,999999999",9999999996,,,high,explicit lower-bound range,standard not-applicable code for increase/decrease amount,match,,"B2U 承上題,您預期一年後生活成本之衣著開銷會增加,請問相較於目前(貼A2答案),每個月大約會增加多少元?(本題答案應為大於等於1的整數)[跳答B3]【填答範圍設定大於等於1】 每個月增加_________元(請填寫差額)"
vB2D,B2D|B2,B2D,"1,999999999",9999999996,,,"1,999999999",9999999996,,,high,explicit lower-bound range,standard not-applicable code for increase/decrease amount,match,,"B2D 承上題,您預期一年後生活成本之衣著開銷會減少,請問相較於目前(貼A2答案),每個月大約會減少多少元?(本題答案應為大於等於1的整數)【填答範圍設定大於等於1,且不可大於A2】 每個月減少_________元(請填寫差額)"
vB3,B3,B3,"1,3",,,,"1,3",96,,,medium,option-code span,optional question; inferred special code by value digit width,range_match_special_diff,r1 matches; special code columns differ,"B3 請問您預計在「一年後」,個人(或同住家人的家庭)每個月生活成本之居住開銷,與目前(貼A3答案)相比,會有什麼變化?【邏輯:A3填答0,此題不可回答減少】 (1)增加[續答B3U] (2)減少[跳答B3D] (3)大致不變[跳答B4]"
vB3U,B3U|B3,B3U,"1,999999999",9999999996,,,"1,999999999",9999999996,,,high,explicit lower-bound range,standard not-applicable code for increase/decrease amount,match,,"B3U 承上題,您預期一年後生活成本之居住開銷會增加,請問相較於目前(貼A3答案),每個月大約會增加多少元?(本題答案應為大於等於1的整數)[跳答B4]【填答範圍設定大於等於1】 每個月增加_________元(請填寫差額)"
vB3D,B3D|B3,B3D,"1,999999999",9999999996,,,"1,999999999",9999999996,,,high,explicit lower-bound range,standard not-applicable code for increase/decrease amount,match,,"B3D 承上題,您預期一年後生活成本之居住開銷會減少,請問相較於目前(貼A3答案),每個月大約會減少多少元?(本題答案應為大於等於1的整數)【填答範圍設定大於等於1,且不可大於A3】 每個月減少_________元(請填寫差額)"
vB4,B4,B4,"1,3",,,,"1,3",96,,,medium,option-code span,optional question; inferred special code by value digit width,range_match_special_diff,r1 matches; special code columns differ,"B4 請問您預計在「一年後」,個人(或同住家人的家庭)每個月生活成本之交通及通訊開銷,與目前(貼A4答案)相比,會有什麼變化?【邏輯:A4填答0,此題不可回答減少】 (1)增加[續答B4U] (2)減少[跳答B4D] (3)大致不變[跳答B5]"
vB4U,B4U|B4,B4U,"1,999999999",9999999996,,,"1,999999999",9999999996,,,high,explicit lower-bound range,standard not-applicable code for increase/decrease amount,match,,"B4U 承上題,您預期一年後生活成本之交通及通訊開銷會增加,請問相較於目前(貼A4答案),每個月大約會增加多少元?(本題答案應為大於等於1的整數)[跳答B5]【填答範圍設定大於等於1】 每個月增加_________元(請填寫差額)"
vB4D,B4D|B4,B4D,"1,999999999",9999999996,,,"1,999999999",9999999996,,,high,explicit lower-bound range,standard not-applicable code for increase/decrease amount,match,,"B4D 承上題,您預期一年後生活成本之交通及通訊開銷會減少,請問相較於目前(貼A4答案),每個月大約會減少多少元?(本題答案應為大於等於1的整數)【填答範圍設定大於等於1,且不可大於A4】 每個月減少_________元(請填寫差額)"
vB5,B5,B5,"1,3",,,,"1,3",96,,,medium,option-code span,optional question; inferred special code by value digit width,range_match_special_diff,r1 matches; special code columns differ,"B5 請問您預計在「一年後」,個人(或同住家人的家庭)每個月生活成本之醫藥保健開銷,與目前(貼A5答案)相比,會有什麼變化?【邏輯:A5填答0,此題不可回答減少】 (1)增加[續答B5U] (2)減少[跳答B5D] (3)大致不變[跳答B6]"
vB5U,B5U|B5,B5U,"1,999999999",9999999996,,,"1,999999999",9999999996,,,high,explicit lower-bound range,standard not-applicable code for increase/decrease amount,match,,"B5U 承上題,您預期一年後生活成本之醫藥保健開銷會增加,請問相較於目前(貼A5答案),每個月大約會增加多少元?(本題答案應為大於等於1的整數)[跳答B6]【填答範圍設定大於等於1】 每個月增加_________元(請填寫差額)"
vB5D,B5D|B5,B5D,"1,999999999",9999999996,,,"1,999999999",9999999996,,,high,explicit lower-bound range,standard not-applicable code for increase/decrease amount,match,,"B5D 承上題,您預期一年後生活成本之醫藥保健開銷會減少,請問相較於目前(貼A5答案),每個月大約會減少多少元?(本題答案應為大於等於1的整數)【填答範圍設定大於等於1,且不可大於A5】 每個月減少_________元(請填寫差額)"
vB6,B6,B6,"1,3",,,,"1,3",96,,,medium,option-code span,optional question; inferred special code by value digit width,range_match_special_diff,r1 matches; special code columns differ,"B6 請問您預計在「一年後」,個人(或同住家人的家庭)每個月生活成本之教養娛樂開銷,與目前(貼A6答案)相比,會有什麼變化?【邏輯:A6填答0,此題不可回答減少】 (1)增加[續答B6U] (2)減少[跳答B6D] (3)大致不變[跳答B7]"
vB6U,B6U|B6,B6U,"1,999999999",9999999996,,,"1,999999999",9999999996,,,high,explicit lower-bound range,standard not-applicable code for increase/decrease amount,match,,"B6U 承上題,您預期一年後生活成本之教養娛樂開銷會增加,請問相較於目前(貼A6答案),每個月大約會增加多少元?(本題答案應為大於等於1的整數)[跳答B7]【填答範圍設定大於等於1】 每個月增加_________元(請填寫差額)"
vB6D,B6D|B6,B6D,"1,999999999",9999999996,,,"1,999999999",9999999996,,,high,explicit lower-bound range,standard not-applicable code for increase/decrease amount,match,,"B6D 承上題,您預期一年後生活成本之教養娛樂開銷會減少,請問相較於目前(貼A6答案),每個月大約會減少多少元?(本題答案應為大於等於1的整數)【填答範圍設定大於等於1,且不可大於A6】 每個月減少_________元(請填寫差額)"
vB7,B7,B7,"1,3",,,,"1,3",96,,,medium,option-code span,optional question; inferred special code by value digit width,range_match_special_diff,r1 matches; special code columns differ,"B7 請問您預計在「一年後」,個人(或同住家人的家庭)每個月生活成本之經常性整體開銷,與目前(貼A7答案)相比,會有什麼變化?【邏輯:A7填答0,此題不可回答減少】 (1)增加[續答B7U] (2)減少[跳答B7D](3)大致不變[跳答C1]"
vB7U,B7U|B7,B7U,"1,999999999",9999999996,,,"1,999999999",9999999996,,,high,explicit lower-bound range,standard not-applicable code for increase/decrease amount,match,,"B7U 承上題,您預期一年後生活成本之經常性整體開銷會增加,請問相較於目前(貼A7答案),每個月大約會增加多少元?(本題答案應為大於等於1的整數)[跳答C1]【填答範圍設定大於等於1】 每個月增加_________元(請填寫差額)"
vB7D,B7D|B7,B7D,"1,999999999",9999999996,,,"1,999999999",9999999996,,,high,explicit lower-bound range,standard not-applicable code for increase/decrease amount,match,,"B7D 承上題,您預期一年後生活成本之經常性整體開銷會減少,請問相較於目前(貼A7答案),每個月大約會減少多少元?(本題答案應為大於等於1的整數)【填答範圍設定大於等於1,且不可大於A7】 每個月減少_________元(請填寫差額)"
vB7R,B7R|B7,B7R,"1,3",,,,"1,3",96,,,medium,option-code span,optional question; inferred special code by value digit width,range_match_special_diff,r1 matches; special code columns differ,"B7R 請問您預計在「一年後」,個人(或同住家人的家庭)每個月生活成本之經常性整體開銷,與目前(貼A7R答案)相比,會有什麼變化?【邏輯:A1+A2+A3+A4+A5+A6>A7顯示此題,調查結束後答案併回B7,此題變項刪除不提供】 (1)增加[續答B7UR](2)減少[跳答B7DR](3)大致不變[跳答C1]"
vB7UR,B7UR|B7U,B7U,"1,999999999",9999999996,,,"1,999999999",9999999996,,,high,explicit lower-bound range,standard not-applicable code for increase/decrease amount,match,,"B7U 承上題,您預期一年後生活成本之經常性整體開銷會增加,請問相較於目前(貼A7答案),每個月大約會增加多少元?(本題答案應為大於等於1的整數)[跳答C1]【填答範圍設定大於等於1】 每個月增加_________元(請填寫差額)"
vB7DR,B7DR|B7D,B7D,"1,999999999",9999999996,,,"1,999999999",9999999996,,,high,explicit lower-bound range,standard not-applicable code for increase/decrease amount,match,,"B7D 承上題,您預期一年後生活成本之經常性整體開銷會減少,請問相較於目前(貼A7答案),每個月大約會減少多少元?(本題答案應為大於等於1的整數)【填答範圍設定大於等於1,且不可大於A7】 每個月減少_________元(請填寫差額)"
vC1,C1,C1,"1,3",,,,"1,3",96,,,medium,option-code span,optional question; inferred special code by value digit width,range_match_special_diff,r1 matches; special code columns differ,"C1 您預期在一年後,臺灣消費者物價指數與這一兩個月相比,會上升、下降、還是大致不變? (1)上升[續答C1U] (2)下降[跳答C1D] (3)大致不變[跳答C2]"
vC1U,C1U|C1,C1U,"1,4",96,,,"1,5",96,,,medium,option-code span,optional question; inferred special code by value digit width,mismatch,Word option span includes codes that Excel excludes or stores as special code,"C1U 承上題,根據主計總處發布115年3、4月平均消費者物價指數比去年同期上漲X.XX%。請問您預期在一年後,消費者物價指數年增率將落在哪個區間?[C1選(1)顯示此題] (1) 1.00%(含)~1.50%[跳答C2] (2) 1.50%(含)~2.00%[跳答C2] (3) 2.00%(含)~2.50%[跳答C2] (4) 2.50%(含)~3.00%[跳答C2] (5) 3.00%(含)以上[續答C1U5]"
vC1U4,C1U4,,"3,999",9999999996,,,,,,,manual,no block,needs parent-question mapping or manual review,manual,no automatic proposal,
vC1U4R,C1U4R|C1U4,,"1,2",96,,,,,,,manual,no block,needs parent-question mapping or manual review,manual,no automatic proposal,
vC1D,C1D|C1,C1D,"1,4",96,,,"1,3",96,,,medium,option-code span,optional question; inferred special code by value digit width,mismatch,Word option span includes codes that Excel excludes or stores as special code,"C1D 承上題,根據主計總處發布115年3、4月平均消費者物價指數比去年同期上漲X.XX%。請問您預期在一年後,消費者物價指數年增率將落在哪個區間?[C1選(2)顯示此題] (1) 低於0.50%[續答C1D1] (2) 0.50%(含)~1.00%[跳答C2] (3) 1.00%(含)~1.50%[跳答C2]"
vC1D1,C1D1,,"-100000,0.49999",9999999996,,,,,,,manual,no block,needs parent-question mapping or manual review,manual,no automatic proposal,
vC1D1R,C1D1R|C1D1,,"1,2",96,,,,,,,manual,no block,needs parent-question mapping or manual review,manual,no automatic proposal,
vC3,C3,C3,"1,7",96,,,"1,7",,,,medium,option-code span,,range_match_special_diff,r1 matches; special code columns differ,"C3 請問您認為一年後消費者物價上漲的最主要原因是下列哪一個?(單選)【詢問C1回答(1)者】 (1) 大宗原物料價格(含石油、天然氣、礦產、小麥、玉米等)可能因戰爭或其它因素上漲 (2) 美國關稅政策實施可能引起的全球貿易戰,導致全球生產成本提高 (3) 水、電價可能調漲 (4) 交通運輸價格可能調漲 (5) 天候因素 (6) 最低工資可能繼續調升 (7) 其它因素,請說明________________"
vC2,C2,,"1,7",96,,,,,,,manual,no block,needs parent-question mapping or manual review,manual,no automatic proposal,
vC2U7,C2U7,,"3,999",9999999996,,,,,,,manual,no block,needs parent-question mapping or manual review,manual,no automatic proposal,
vC2U7R,C2U7R|C2U7,,"1,2",96,,,,,,,manual,no block,needs parent-question mapping or manual review,manual,no automatic proposal,
vC2D1,C2D1,,"-100000,0.49999",9999999996,,,,,,,manual,no block,needs parent-question mapping or manual review,manual,no automatic proposal,
